"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"Tentador","Silva, Agostinho Pereira da","1835","49","1","14","1","443.7588"," "
"Nereida","Barros, Joaquim Pereira de Oliveira","1835","49","1","14","1","443.8"," "
"Aventureiro","Rocha, Antônio Cláudio da","1835","49","1","14","1","443.7588"," "
"Caridade","Bafet.a, José Joaquim","1835","49","1","14","1","443.7588"," "
"Adamastor","Souza, José","1834","49","1","14","1","367.1895"," "
"Fortuna de África","Franco, Antônio Ferros Moura","1833","59","5"," "," ","443.7588"," "
"Destemida","Silva, João Manoel da","1832","57","2","11"," ","443.7588"," "
"Destemida","Goulart, Francisco Silveira","1832","59","5"," "," ","276.66"," "
"Relâmpago","Amaral, Laurentino Cândido do","1845","77"," "," "," ","443.8"," "
"Triunfo do Brasil","Lacerda, Cândido de","1845","77"," "," "," ","443.8"," "
"Flor da América","Simas, Francisco Silveira Volante","1846","77"," "," "," ","443.8"," "
" ","Vieira, Leonardo","1719","77","5"," "," ","312.5"," "
" ","Reinão, Manoel Gonçalves","1719","59","5","14"," ","312.5"," "
"Manoela","Miranda, José Joaquim de","1811","208"," "," "," ","472.9"," "
"Colombo","Moreira, José","1811","208"," "," "," ","435.7"," "
"Maria"," ","1812","77","5"," "," ","353.2"," "
"Vera Cruz","Gama, Jacinto Rodrigues Monteiro de","1830","1","1","14","1","420.9744"," "
"Ligeiro","Saiva, José Martins de","1810","59","5","14"," ","353.2"," "
"S Carlos"," ","1809","77","5"," "," ","319.3"," "
"Conceição"," ","1804","4","1","1","2","435.7"," "
"Princesa Atlante","Leão, José das Neves","1806","1","1","14","1","159.7414"," "
"S João (a) Criminoso"," ","1803","59","5","14"," ","260.022"," "
"S Antônio Tejo","Cruz, José Francisco da","1802","77","5"," "," ","412"," "
"S Antônio Tejo","Cruz, José Francisco da","1803","1","1","14","1","159.0391"," "
"NS da Lapa","Bitencourt, Manoel José","1802","208"," "," "," ","278.9"," "
"NS da Guia","Lima, Francisco Gonçalves","1802","77","5"," "," ","472.9"," "
"NS da Guia"," ","1803","77","5"," "," ","159"," "
"Paquete Cortes","Santos, Martinho José dos","1801","49","1","14","1","353.1588"," "
"S José Feliz"," ","1799","49","1","14","1","189"," "
"Ligeira"," ","1799","49","1","14","1","189"," "
"NS da Esperança","Rêgo, Daniel Eduardo","1796","49","1","14","1","116"," "
"NS da Conceição","Madeira, Manoel Pinto de","1796","49","1","14","1","248"," "
"NS da Esperança","Fonseca, Antônio Joaquim da","1795","49","1","14","1","53"," "
"S Rita"," ","1798","1","1","14","1","323.5312"," "
"S Rita"," ","1799","77","5"," "," ","323.5"," "
"S Antônio Sertório"," ","1799","77"," "," "," ","335.6"," "
" "," ","1799","55","5","6","3","370.8"," "
"Ninfa do Mar","Rozendo, Joaquim Adrião","1799","49","1","14","1","189"," "
"NS da Boa Esperança","Rosa, Manoel Gomes","1798","1","1","14","1","251.4024"," "
"NS da Boa Esperança","Rosa, Manoel Gomes","1799","49","1","14","1","189"," "
"NS da Conceição e Santana","Rosa, Manoel Gomes","1806","1","1","14","1","353.1588"," "
"NS da Conceição e Santana","Rosa, Manoel Gomes","1807","1","1","14","1","353.1588"," "
"NS das Dores","Lima, André Joaquim de","1796","49","1","14","1","110"," "
"Pensamento da América","Lima, André Joaquim de","1804","49","1","14","1","353.1588"," "
"Pensamento da América","Lima, André Joaquim de","1807","1","1","14","1","353.1588"," "
"Pensamento da América","Lima, André Joaquim de","1808","1","1","14","1","353.1588"," "
"Pensamento da América","Lima, André Joaquim de","1809","1","1","14","1","353.1588"," "
"NS da Vitória e S Antônio","Carvalho, Antônio José de","1804","1","1","14","1","353.1588"," "
"NS da Vitória e S Antônio","Carvalho, Antônio José de","1804","1","1","14","1","353.1588"," "
"NS da Vitória e S Antônio","Carvalho, Antônio José de","1806","1","1","14","1","353.1588"," "
"S Antonio Vitorioso","Barros, Joaquim José Torquato de","1801","1","1","14","1","353.1588"," "
"S Macário e Minerva","Antônio, Tomás","1796","49","1","14","1","199"," "
"Leonina","Pereira, Manoel Antônio","1795","77","5"," "," ","335.6"," "
"Leonina","Pereira, Manoel Antônio","1796","1","1","14","1","213"," "
"NS da Conceição Expediente","Medeiros, Gregório Dias de","1801","1","1","14","1","353.1588"," "
"Amizade e União"," ","1806","77","5"," "," ","353.2"," "
"NS da Conceição Expediente","Medeiros, Gregório Dias de","1799","1","1","14","1","251.4024"," "
"Intrépido","Medeiros, Gregório Dias de","1802","1","1","14","1","411.9714"," "
"Intrépido","Medeiros, Gregório Dias de","1804","1","1","14","1","411.9714"," "
"Triunfo da Guiné","Mota, Luís da","1801","51"," ","8","3","353.2"," "
"Intrépido","Medeiros, Gregório Dias de","1806","1","1","14","1","472.4032"," "
"Intrépido","Medeiros, Gregório Dias de","1807","1","1","14","1","472.4032"," "
"Dois Irmãos","Caraboni, Joaquim da Trindade","1792","1","1","14","1","193.998"," "
"Conceição e Santana","Rosa, Francisco José da Silva","1805","1","1","14","1","353.1588"," "
"Conceição e Santana","Souto, Bento Gil Gonçalves","1809","59","5","14"," ","353.2"," "
"NS da Conceição Expediente","Medeiros, Gregório Dias de","1800","1","1","14","1","251.4024"," "
"Amizade e União","Passodarte, João da Souza","1806","49","1","14","1","353.1588"," "
"Aníbal","Silva, Francisco de Sales e","1791","49","1","14","1","235"," "
"S João Americano"," ","1802","59","5","14"," ","313.476"," "
"Intrépido","Medeiros, Gregório Dias de","1804","1","1","14","1","411.9714"," "
"S Joaquim e Santana de Guiné"," ","1801","59","5","14"," ","134.088"," "
"NS das Neves"," ","1801","77"," "," "," ","217.3"," "
"S Lourenço"," ","1799","59","5","14"," ","248.436"," "
"S Antônio Sertório","Azevedo, José Francisco de","1803","59","1","14"," ","223"," "
"Felicidade"," ","1801","59","5","14"," ","280.86"," "
"Vênus Furreca"," ","1805","59","5","14"," ","157.644"," "
"Princesa de Africa"," ","1807","59","5","14"," ","5.436"," "
"NS da Piedade"," ","1799","49","1","14","1","189"," "
"NS da Piedade","Almeida, Manoel da Vera Cruz e","1813","59"," ","14"," ","353.2"," "
"Conceição Brilhante","Santos, João Martins dos","1810","77","5"," "," ","217.3"," "
"Conceição Brilhante"," ","1812","77","5"," "," ","217.3"," "
"Caridade Nova"," ","1803","208"," "," "," ","412"," "
"Alexandrina"," ","1809","59","5","14"," ","99.294"," "
"Indústria","Dias, João José","1805","1","1","14","1","472.4032"," "
"Indústria","Dias, João José","1807","1","1","14","1","472.4032"," "
"Indústria","Dias, João José","1807","208","5"," "," ","472.9"," "
"Indústria","Dias, João José","1808","1","1","14","1","472.4032"," "
"S Antônio Vitorioso","Bicho, João Rodrigues","1804","1","1","14","1","249.8848"," "
"S Antônio Vitorioso","Bicho, João Rodrigues","1804","1","1","14","1","353.1588"," "
"S Antônio Vitorioso","Bicho, João Rodrigues","1806","1","1","14","1","353.1588"," "
"S Antônio Vitorioso","Bicho, João Rodrigues","1807","1","1","14","1","353.1588"," "
"S Antônio Vitorioso","Bicho, João Rodrigues","1810","1","1","14","1","353.1588"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1809","59","5","14"," ","353.2"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1807","1","1","14","1","353.1588"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1810","59","5","14"," ","472.9"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1811","1","1","14","1","472.4032"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1812","1","1","14","1","472.4032"," "
"NS da Vitória e S Antônio","Sá, Ricardo José de","1813","208"," "," "," ","412"," "
"Voador","Vale, Joaquim José de","1810","59","5","14"," ","353.2"," "
"Intrépido","Medeiros, Gregório Dias de","1811","1","1","14","1","472.4032"," "
"Intrépido","Medeiros, Gregório Dias de","1809","1","1","14","1","472.4032"," "
"Intrépido","Medeiros, Gregório Dias de","1810","1","1","14","1","472.4032"," "
"Indústria"," ","1810","59","5","14"," ","472.9"," "
"Indústria","Dias, João José","1811","1","1","14","1","472.4032"," "
"Expedição","Ferreira, José Joaquim","1810","1","1","14","1","353.1588"," "
"Comerciante","Silva, Ricardo José da","1805","1","1","14","1","411.9714"," "
"Comerciante","Santos, Manoel Carlos dos","1807","59","5","14"," ","472.9"," "
"Comerciante","Santos, Manoel Carlos dos","1809","1","1","14","1","472.4032"," "
"Comerciante"," ","1811","1","1","14","1","411.9714"," "
"Bela Escolha","Castelo, Domingos Pires","1811","1","1","14","1","353.1588"," "
"Golondrina"," ","1813","77","5"," "," ","159.7"," "
"Galeão"," ","1813","208"," "," "," ","217.3"," "
"Galeão"," ","1814","59","5","14"," ","217.3"," "
"Fragatinha"," ","1808","59","5","14"," ","353.34"," "
"Fragatinha","Souza, José Lourenço de","1813","59","5","14"," ","353.2"," "
"Santana Flor de Africa","Camacho, Manoel Marques","1812","77","5"," "," ","353.2"," "
"S Antônio Diligente","Camacho, Manoel Marques","1808","49","1","14","1","472.4032"," "
" ","Camacho, Manoel Marques","1809","59","5","14"," ","179.632"," "
"NS do Monte do Carmo","Camacho, Manoel Marques","1808","59","5","14"," ","169.422"," "
"Indústria","Lourenço, Valério","1814","1","1","14","1","472.4032"," "
"Intrépido","Medeiros, Gregório Dias de","1814","3","4","1","2"," "," "
"Providência","Chaves, Antônio dos Santos","1813","1","1","14","1","472.4032"," "
"Robusto","Baião, Jerônimo Dias","1815","208"," "," "," ","278.9"," "
"Providência","Barros, Antônio Daniel Batista de","1814","208"," "," "," ","472.9"," "
"NS dos Remédios","Oliveira, Alexandre Ferreira de","1789","77"," "," "," ","229.7"," "
"Ave Maria","Ferreira, Bernardino José","1812","77","5"," "," ","217.3"," "
"S Antonio e Almas"," ","1811","59","5","14"," ","353.2"," "
"NS da Piedade","Almeida, Luís Pereira de","1814","59"," ","14"," ","353.2"," "
"NS da Piedade","Almeida, Luís Pereira de","1814","59","5","14"," ","353.2"," "
"NS da Piedade","Almeida, Luís Pereira de","1812","59"," ","14"," ","353.2"," "
"Ave da Etiópia"," ","1814","59","5","14"," ","159.7"," "
"NS de Nazaré e Boa Memória"," ","1664","208"," "," "," ","272.2"," "
"NS da Graça e S João Nepomuceno","Góes, Nicolau Tolentino","1783","77"," "," "," ","251.4"," "
" ","Cordeiro, João da Silva","1793","59","5","14"," ","403.04"," "
"Divina Pastora","Coelho, João Batista","1820","208"," "," "," ","217.3"," "
"S Tereza de Jesus","Malheiro, Alexandre Carlos","1783","49","1","14","1","129"," "
"NS da Boa Hora Santana e S Joaquim","Calado, José de Almeida","1730","77","5"," "," ","312.5"," "
"NS da Ajuda S Antônio e Almas","Cruz, José da Silva","1730","77"," "," "," ","355.7"," "
"NS da Piedade e S Antônio","Bastos, João da Rocha","1795","49","1","14","1","216"," "
" ","Pontes, Antônio Álvares","1783","77"," "," "," ","304.7"," "
" ","Coimbra, Manoel Simões","1783","77"," "," "," ","304.7"," "
"NS dos Remédios e Almas","Tenero, Manoel (a) Teneco","1719","77","5"," "," ","312.5"," "
"NS do Ó e S Quitéria","Tenente, José Franco","1782","49","1","14","1","335.6892"," "
"NS da Conceição S Antônio e Almas","Fontana, João Anastácio","1781","77"," "," "," ","304.7"," "
"NS da Conceição S Antônio e Almas","Cirne, João da Costa","1781","77"," "," "," ","304.7"," "
"NS do Bonsucesso e S José"," ","1780","49","1","14","1","323.5312"," "
"Santíssima Trindade e NS da Lapa","Vale, Antônio Ribeiro do","1788","77","5"," "," ","323.5"," "
"NS da Vitória S João Batista S Antônio e","Oliveira, Manoel Martins de","1788","77"," "," "," ","229.7"," "
"NS da Conceição e S Antônio"," ","1692","208"," "," "," ","229.7"," "
"NS da Penha da França","Araújo, Jerônimo Antônio de","1691","208"," "," "," ","260.4"," "
"NS de Nazaré e S Luzia","Matos, Manoel da Silva","1691","208"," "," "," ","105.3"," "
"Santíssimo Sacramento NS da Conceição e Almas","Campos, Manoel da Costa","1691","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Matos, Manoel Martins de","1787","77","5"," "," ","323.5"," "
"S Francisco de Paula","Salgado, Francisco de Faria","1787","1","1","14","1","157"," "
"NS do Carmo","Dias, Constantino","1787","49","1","14","1","40"," "
"NS do Monte do Carmo","Ferreira, João Rodrigues","1778","77"," "," "," ","304.7"," "
"NS da Conceição S Francisco e Almas","Cruz, Pedroso da","1777","49","1","14","1","282"," "
"NS da Conceição S Antônio e Almas","Livramento, Manoel da Graça","1776","59","5","14"," ","104.7"," "
" ","Silva, José Gonçalves da","1773","59","5","14"," ","337.535"," "
"NS do Cabo da Boa Esperança","Coelho, Luís José","1772","77"," "," "," ","308"," "
" ","Oliveira, Antônio Marques de","1772","59","5","14"," ","188.4"," "
"NS da Conceição Aliança"," ","1820","49","1","14","1","230"," "
"Providência"," ","1820","49","1","14","1","258"," "
"Trajano"," ","1820","49","1","14","1","349"," "
"Feiticeira","Serra, Vicente Nunes da","1820","49","1","14","1","188"," "
"S José Protetor","Abreu, João Gregório de","1820","49","1","14","1","70"," "
"Dois Amigos"," ","1839","77","5"," "," ","421"," "
"NS da Atalaia"," ","1753","49","1","14","1","82.229"," "
"Afonso de Albuquerque"," ","1830","59","5","14"," ","421"," "
"Oriental","Gonçalves, Pedro Augusto","1832","77","5"," "," ","421"," "
"Sr do Bonfim"," ","1789","59","5","14"," ","266.6"," "
"Aurora","Silveira, Valentim José da","1808","59","5","14"," ","421"," "
"Delfim","Santos, Vicente Tomás dos","1817","49","1","14","1","249.8848"," "
"Maria Teresa","Santos, Vicente Tomás dos","1822","59","5","14"," ","353.2"," "
"Sete de Fevereiro","Rodrigues, Francisco de Paula","1830","77"," "," "," ","421"," "
"Pérola do Mar","Barbosa, Joaquim Gomes","1817","59","5","14"," ","435.7"," "
"Magdalena","Lopez, Antonio","1802","2","2","1","2"," "," "
"Jovem Matilde"," ","1840","77","5"," "," ","443.8"," "
"General Cavalcanti","Nicolau, Pedro José","1820","59","5","14"," ","250"," "
"Fortuna","Silva, Lázaro José de Oliveira","1840","77","5"," "," ","443.8"," "
"Flor de Moçambique"," ","1830","59","5","14"," ","421"," "
"Brilhante"," ","1830","59","5","14"," ","421"," "
"Oceano"," ","1819","59","5","14"," ","117.18"," "
"NS da Guia Morgado do Almeo","Silva, José Jorge da","1819","59","5","14"," ","334.34"," "
"Flor da Bahia"," ","1819","49","1","14","1","600","0.117647059"
"Aurora do Cabo","Sousa, Francisco José de","1820","59","5","14"," ","412.2"," "
"NS da Piedade"," ","1753","49","1","14","1","82.229"," "
" "," ","1650","20","1","5","3","264.1"," "
" "," ","1649","20","1","5","3","200","0.6"
" "," ","1649","59","5","14"," ","259.4"," "
"S Maria de Bogoña","Monteiro, Pero","1525","49","1","14","1","213"," "
" "," ","1526","49","1","14","1","213"," "
"S Antônio","Eanes, João","1534","49","1","14","1","187","0.065"
"S Miguel","Guizado, João","1535","49","1","14","1","173","0.139303483"
"S João","Díaz, Fernán","1532","49","1","14","1","198","0.142857143"
"S Maria da Luz","Guizado, João","1532","49","1","14","1","202","0.223076923"
"Conceição","Monteiro, Pero","1534","49","1","14","1","167","0.332"
"S Deus","Antônio Vieira Couto","1720","59","5","14"," ","412"," "
" "," ","1596","19","3","5","3","130"," "
"NS e S Antônio","Neves, João da Cruz","1712","59","5"," "," ","208.9"," "
"Torrão","Francisco, Antônio","1712","59","5"," "," ","208.9"," "
"NS do Livramento","Ferreira, José","1712","59","5","14"," ","208.9"," "
"NS do Popolo","Gonçalves, Jacinto","1712","49","1","14","1","208.8765"," "
"NS do Bonsucesso e S Antônio","Santos, João Vicente dos","1712","59","5","14"," ","208.9"," "
"Andaluza"," ","1845","208"," "," "," ","369.4"," "
"NS do Livramento","Matos, José Ferreira de","1713","49","1","14","1","351.26"," "
"NS da Graça e S Antônio"," ","1713","49","1","14","1","351.26"," "
"Jupiter","Marquez, Cecilio","1820","49","1","14","1","394"," "
"Antonia","Moyano, Jose","1820","49","1","14","1","203"," "
"Pajaro","Arana, Alexandro","1820","49","1","14","1","248"," "
"Segunda Necesidad","Perez, Roque","1820","49","1","14","1","169"," "
"Laberinto","Bello, Antonio","1820","49","1","14","1","195"," "
"General Dekalb"," ","1853","59","5","14"," ","274.5"," "
"Republic"," ","1853","59","5","14"," ","367.2"," "
"Aguica"," ","1863","49","1","14","1","1031"," "
" "," ","1863","49","1","14","1","650"," "
"Santa Maria"," ","1861","49","1","14","1","621"," "
" "," ","1861","3","1","1","2","550"," "
"Merchant"," ","1858","49","1","14","1","464.5"," "
"Lazarillo"," ","1858","49","1","14","1","497"," "
" "," ","1854","4","1","1","2","77","0.153846154"
"Brick Segundo (a) Batans","Veloso Pinpinela, Jose","1854","4","1","1","2","703","0.07010582"
"Bruja (a) Luisa"," ","1854","49","1","14","1","589"," "
"Carlota","Majuguita","1854","4","1","1","2","401","0.198"
"Eagle Philadelphia"," ","1854","15","1","4","3","205"," "
"Rio","Johnson, Charles","1853","4","1","1","2","464.5"," "
"Paquete Canario"," ","1853","49","1","14","1","560.0219"," "
"Paquita","Segovia, Francisco","1853","49","1","14","1","400"," "
"Maria Juana"," ","1853","49","1","14","1","300"," "
"Bermeja"," ","1853","49","1"," "," ","134"," "
" "," ","1853","49","1","14","1","297"," "
" "," ","1853","49","1","14","1","600"," "
" "," ","1853","49","1","14","1","563"," "
" "," ","1853","49","1","14","1","630","0.015625"
"Casualidad"," ","1852","49","1","14","1","700"," "
"Alaves"," ","1852","4","1","1","2","481.8"," "
"Amante"," ","1852","49","1","14","1","630"," "
"Principeño"," ","1851","49","1","14","1","481.7741"," "
"Irene"," ","1851","49","1","14","1","328.5944"," "
"Explorador"," ","1851","49","1","14","1","481.7741"," "
" "," ","1851","49","1","14","1","650"," "
" "," ","1851","49","1","14","1","720"," "
" "," ","1851","49","1","14","1","730"," "
"Venezuela"," ","1844","49","1","14","1","369.3991"," "
"Roberto"," ","1844","14","2","4","3"," "," "
"Teresita"," ","1844","49","1","14","1","270.2708"," "
"Deu"," ","1842","49","1","14","1","181"," "
" "," ","1841","49","1","14","1","413"," "
"Veloz"," ","1839","49","1","14","1","270.2708"," "
"Comus"," ","1838","49","1","14","1","435.6667"," "
"Anteus"," ","1838","49","1","14","1","114.0682"," "
"Ricomar"," ","1836","49","1"," "," ","250","0.113475177"
"Aguila Vengadora"," ","1836","49","1","14","1","369.3991"," "
"NS del Coro","Barandiaran, Francisco Antonio","1835","49","1","14","1","563.3215"," "
"Juan de Dios (a) Vascongada","Barandiaran, Francisco Antonio","1835","49","1","14","1","563.3215"," "
"Ligera"," ","1832","49","1","14","1","270.2708"," "
"Griego"," ","1832","208"," "," "," ","651"," "
